,username,id,date,tweet,retweets,likes
564,@elonmusk,1468445256576290818,2021-12-08 05:00:06,@tesla_raj Lot of people don’t realize that you can watch almost any show in a Tesla,1001,30106
565,@elonmusk,1468337774407340043,2021-12-07 21:53:00,"@WorldAndScience If you leave hydrogen out in the sun long enough, it starts talking to itself",1184,24342
566,@elonmusk,1468336225689948164,2021-12-07 21:46:51,@Rainmaker1973 Wow,170,6018
567,@elonmusk,1468334797508521984,2021-12-07 21:41:10,"@tobyliiiiiiiiii @RGVaerialphotos @SpaceX Hopefully, this month, no later than next",249,4709
568,@elonmusk,1468334317839568903,2021-12-07 21:39:16,@RGVaerialphotos @SpaceX Progress,190,6146
569,@elonmusk,1468257494229086213,2021-12-07 16:34:00,@joshdcaplan It’s true,924,17030
570,@elonmusk,1468222764343603211,2021-12-07 14:15:59,@BillyM2k 🤣,470,13335
571,@elonmusk,1468127332733014024,2021-12-07 07:56:47,@WholeMarsBlog 🤣,145,5779
572,@elonmusk,1468070398369701890,2021-12-07 04:10:33,@teslafsdbeta Replacing faulty/missing neurons with circuits is the right way to think about it. Many problems can… https://t.co/SnmZvlnU7x,419,5199
573,@elonmusk,1468067165039439873,2021-12-07 03:57:42,"@newsmax There are already minimum age requirements for the House, Senate &amp; Presidency. Reciprocally, there should… https://t.co/1KzNMJDqxS",5518,60961
574,@elonmusk,1468055581277708295,2021-12-07 03:11:40,"@stocktalkweekly @neuralink I am definitely not saying that we can for sure do this, but I am increasingly confident that it is possible",738,12981
575,@elonmusk,1468032930761035777,2021-12-07 01:41:40,@ICannot_Enough @kimpaquette Exactly,124,2825
576,@elonmusk,1468030897979113473,2021-12-07 01:33:35,@UniverCurious That always blows my mind. Sad thing is that we haven’t been back to the moon in half a century.,1310,40151
577,@elonmusk,1468030121399492616,2021-12-07 01:30:30,@teslaownersSV Did it myself 🤣,2861,108740
578,@elonmusk,1467971059920130051,2021-12-06 21:35:48,@Beniko26020660 10.6.1 coming in a few days to address a few annoying issues,260,5085
579,@elonmusk,1467966076503965706,2021-12-06 21:16:00,@Rainmaker1973 Looking forward to visiting. I’ve heard it’s awesome.,255,8513
580,@elonmusk,1467965723876208640,2021-12-06 21:14:36,"A background in “AI” is not needed, just exceptional skill in software or computer design",2236,39429
581,@elonmusk,1467964781340540935,2021-12-06 21:10:51,@NASA @NASA_Astronauts Congratulations!,488,11679
582,@elonmusk,1467958233482604546,2021-12-06 20:44:50,@DrSallyL @Tesla Coming soon. Lot of cool stuff.,305,4091
583,@elonmusk,1467953422116831242,2021-12-06 20:25:43,"@kimpaquette Tesla publishes accident statistics quarterly. They are so much better than other vehicles, it is ridi… https://t.co/RY8Khu4kuj",1000,8267
584,@elonmusk,1467731226609999872,2021-12-06 05:42:48,"As always, Tesla is looking for hardcore AI engineers who care about solving problems that directly affect people’s… https://t.co/gDRYcSAAuk",10432,109687
585,@elonmusk,1467671360285589509,2021-12-06 01:44:54,@AEIecon @SciGuySpace @JimPethokoukis @PE_Podcast_AEI Good summary,243,5922
586,@elonmusk,1467573012765593602,2021-12-05 19:14:07,@EPavlic He is quite a bossy dog :),567,9529
587,@elonmusk,1467336798019928066,2021-12-05 03:35:29,@BillyM2k NFTs are jpeging the dollar,3883,28238
588,@elonmusk,1467336265997586432,2021-12-05 03:33:22,@BillyM2k 🤣,331,7193
589,@elonmusk,1467225261179559938,2021-12-04 20:12:16,@ErcXspace Landing on tower arms,319,9375
590,@elonmusk,1467156129386049538,2021-12-04 15:37:34,@muratpak My car is currently orbiting Mars,951,12754
591,@elonmusk,1467155889601798144,2021-12-04 15:36:37,@muratpak You betcha,199,5234
592,@elonmusk,1467149074705096713,2021-12-04 15:09:32,Starships to ♥️ Mars ♥️,5728,107790
593,@elonmusk,1467148751248801800,2021-12-04 15:08:15,We will soon make these real https://t.co/t4z5oNFnwW,30392,405367
594,@elonmusk,1466942645545099272,2021-12-04 01:29:15,https://t.co/sIGZPDyx76,25665,302674
595,@elonmusk,1466935662087749636,2021-12-04 01:01:30,@ID_AA_Carmack Haha pretty much,261,10174
596,@elonmusk,1466922392543010823,2021-12-04 00:08:47,@Kristennetten @MinimalDuck @LudaLisl @28delayslater @JohnnaCrider1 @arctechinc @adamhoov @SawyerMerritt… https://t.co/dB9Tps9kXr,133,3188
597,@elonmusk,1466914018615078912,2021-12-03 23:35:30,@joroulette It is an honor to serve NASA and the countries of the International Space Station,436,9362
598,@elonmusk,1466851970443010056,2021-12-03 19:28:57,"@NASASpaceflight 39A is hallowed spaceflight ground – no place more deserving of a Starship launch pad!

Will have… https://t.co/YFqSVL8qjK",430,7555
599,@elonmusk,1466850364012044288,2021-12-03 19:22:34,@EvaFoxU @SawyerMerritt Huge cranes are cool haha,115,3436
600,@elonmusk,1466849780253003782,2021-12-03 19:20:15,@PPathole @ErcXspace @SpaceX This will look so awesome!,366,12397
601,@elonmusk,1466849402534907910,2021-12-03 19:18:44,@EvaFoxU @SawyerMerritt I love Norway! 🇳🇴 ♥️🇳🇴,189,4064
602,@elonmusk,1466801882765180930,2021-12-03 16:09:55,@NASASpaceflight Yes,199,6178
603,@elonmusk,1466801326218698761,2021-12-03 16:07:42,"@teslaownersSV @WholeMarsBlog It releases internally today, then rolls out to external beta in a few days if no significant issues are found",169,3238
604,@elonmusk,1466800979098148870,2021-12-03 16:06:19,@jhall @WholeMarsBlog But yes,58,1838
605,@elonmusk,1466800941269667841,2021-12-03 16:06:10,@jhall @WholeMarsBlog Product roadmap update on next earnings call,215,3739
606,@elonmusk,1466800744812658691,2021-12-03 16:05:24,@teslaownersSV @WholeMarsBlog Yes,56,1905
607,@elonmusk,1466798760030351372,2021-12-03 15:57:30,"@marv63804322 @WholeMarsBlog Will have both front &amp; rear wheel steer, so not just like a tank – it can drive diagonally like a crab",521,6564
608,@elonmusk,1466798406601486344,2021-12-03 15:56:06,@WholeMarsBlog “Insane technology bandwagon”,191,3510
609,@elonmusk,1466798224187006983,2021-12-03 15:55:23,"@WholeMarsBlog Initial production will be 4 motor variant, with independent, ultra fast response torque control of each wheel",908,14733
610,@elonmusk,1466797552582512649,2021-12-03 15:52:42,@SawyerMerritt Is that a line graph in your pocket or just happy to see me?,1196,41289
611,@elonmusk,1466797158737268743,2021-12-03 15:51:09,Construction of Starship orbital launch pad at the Cape has begun,9540,164815
612,@elonmusk,1466552186448478208,2021-12-02 23:37:43,RT @SpaceX: Watch Falcon 9 launch 48 Starlink satellites and two BlackSky spacecraft to orbit → https://t.co/bJFjLCzWdK  https://t.co/oAFVg…,3385,0
613,@elonmusk,1466534768187621379,2021-12-02 22:28:30,@MKBHD Yikes,856,29206
614,@elonmusk,1466515315802705922,2021-12-02 21:11:12,"Laws are on one side, poets on the other",10804,125520
615,@elonmusk,1466484540000686082,2021-12-02 19:08:54,@BillyM2k 🤣,452,12206
616,@elonmusk,1466463107518242820,2021-12-02 17:43:45,RT @SpaceX: Targeting tonight at 6:12 p.m. EST for a Falcon 9 launch of 48 Starlink satellites and 2 BlackSky spacecraft to orbit from SLC-…,2040,0
617,@elonmusk,1466328271390486531,2021-12-02 08:47:57,"Let’s set an age limit after which you can’t run for political office, perhaps a number just below 70 …",38371,393382
618,@elonmusk,1466325771656568836,2021-12-02 08:38:01,@CoinDesk @godbole17 Dooooge,8822,38748
619,@elonmusk,1466324132757446657,2021-12-02 08:31:30,@billhuang688 @sama What should I do with it?,300,4990
620,@elonmusk,1466320998379175939,2021-12-02 08:19:03,@sama Web3 sounds like bs,907,7522
621,@elonmusk,1466320908872736769,2021-12-02 08:18:42,@sama I thought nothing could be nuttier than ‘99,232,6061
622,@elonmusk,1466304995368873984,2021-12-02 07:15:28,@SawyerMerritt 🔥🔥,161,3909
623,@elonmusk,1466234231017857028,2021-12-02 02:34:16,@patrickc They saw it coming,386,12480
624,@elonmusk,1466205349661315072,2021-12-02 00:39:30,@BillyM2k 🤣🤣,329,7670
625,@elonmusk,1466197883741511685,2021-12-02 00:09:50,"RT @TeslaSolar: New Solar Roof tiles can deliver a 22% increase in power, resulting in more energy offset https://t.co/pxxPPgeB8s",4237,0
626,@elonmusk,1466080926098767881,2021-12-01 16:25:05,@arstechnica @SciGuySpace Starship will enable a quantum leap in deep space &amp; planetary science,1093,18868
627,@elonmusk,1466074825219354628,2021-12-01 16:00:51,@BillyM2k Exactly,286,7297
628,@elonmusk,1466074646240014340,2021-12-01 16:00:08,https://t.co/OL2hnKngTx,26107,250195
629,@elonmusk,1465956882548506625,2021-12-01 08:12:11,Doesn’t even need maintenance – just works!,3001,80716
630,@elonmusk,1465955035133657090,2021-12-01 08:04:51,"The sun is absurdly, overwhelmingly the source of energy in our solar system",11557,174689
631,@elonmusk,1465954649496866818,2021-12-01 08:03:19,"@YounieTyler @Rainmaker1973 No, but you could get pretty far with rings of separately orbiting objects, like our so… https://t.co/M2EnmEeNzt",88,2275
632,@elonmusk,1465949752160395266,2021-12-01 07:43:51,"@Rainmaker1973 And the sun is technically green, as measured by peak photon count",107,2099
633,@elonmusk,1465949012155117568,2021-12-01 07:40:55,@Rainmaker1973 But lower power density than a human,205,6964
634,@elonmusk,1465943719807438850,2021-12-01 07:19:53,Friends &amp; pools are great,1511,39352
635,@elonmusk,1465852811502145541,2021-12-01 01:18:39,@tegmark Yikes,111,1986
636,@elonmusk,1465842137392680963,2021-12-01 00:36:14,"Don’t waste your money on that silly Apple Cloth, buy our whistle instead!",4520,84188
637,@elonmusk,1465838829370228737,2021-12-01 00:23:05,"Blow the whistle on Tesla!
https://t.co/c86hLA0iQK",6856,100761
638,@elonmusk,1465817742632792065,2021-11-30 22:59:18,DayQuil + NyQuil https://t.co/aadssRmjyf,16740,218053
639,@elonmusk,1465795739104206853,2021-11-30 21:31:52,@Tesmanian_com The magnitude of the Starship program is not widely appreciated. It is designed to extend life to Ma… https://t.co/cTKUEykaHa,705,7565
640,@elonmusk,1465793980025741316,2021-11-30 21:24:52,@Erdayastronaut Yes,222,7222
641,@elonmusk,1465793233729069063,2021-11-30 21:21:54,@Tesmanian_com If a severe global recession were to dry up capital availability / liquidity while SpaceX was losing… https://t.co/Rwn5LeviCO,1001,13995
642,@elonmusk,1465786605889892356,2021-11-30 20:55:34,@micsolana The overarching problem is that we need better mental firewalls for the information constantly coming at… https://t.co/GKi5tYG9GY,2881,16544
643,@elonmusk,1465763308284301321,2021-11-30 19:22:59,@Rubix161 @thesheetztweetz @GerberKawasaki It’s getting fixed,216,5089
644,@elonmusk,1465762996546904066,2021-11-30 19:21:45,@TeslaGong @GerberKawasaki Suits will need to be made in high volume at an affordable cost &amp; be much easier to use,117,2440
645,@elonmusk,1465761470147346435,2021-11-30 19:15:41,"@GerberKawasaki We had to shift some Starlink satellite orbits to reduce probability of collision. Not great, but n… https://t.co/hQTodbc9iQ",466,9797
646,@elonmusk,1465555766488846345,2021-11-30 05:38:18,"@engineers_feed 49 years later, games are photo-realistic 3D worlds. What does that trend continuing imply about our reality?",1175,17078
647,@elonmusk,1465487982312501252,2021-11-30 01:08:57,I love a great whine,10060,189415
648,@elonmusk,1465476843063156744,2021-11-30 00:24:41,👼,5374,83089
649,@elonmusk,1465474116622946307,2021-11-30 00:13:51,Splish splash,5677,90719
650,@elonmusk,1465468742570229767,2021-11-29 23:52:29,Just dropping some friends off at the pool,6875,155873
651,@elonmusk,1465423628900704270,2021-11-29 20:53:14,@eightbitstories Humanity shall return!!,385,5670
652,@elonmusk,1465423422238994436,2021-11-29 20:52:24,"@smartass505 @ZainS180 @VikingRocket @WholeMarsBlog Oh man, this year has been such a supply chain nightmare &amp; it’s… https://t.co/zHVL5Y79Zn",569,8073
653,@elonmusk,1465414969286090753,2021-11-29 20:18:49,@ZainS180 @VikingRocket @WholeMarsBlog Cybertruck will reach far into a post-apocalyptic future &amp; bring that technology to now,593,6262
654,@elonmusk,1465414115845890051,2021-11-29 20:15:25,@ZainS180 @VikingRocket @WholeMarsBlog Cybertruck is intentionally an insane technology bandwagon,311,4541
655,@elonmusk,1465413718976643079,2021-11-29 20:13:51,@VikingRocket @WholeMarsBlog Variable gain (steer by wire) yoke would be ideal …,90,2022
656,@elonmusk,1465413034223013900,2021-11-29 20:11:08,@WholeMarsBlog Acid test for new interface is use it for 2 weeks &amp; see if you still want old version. After using y… https://t.co/TmW3PXlo38,158,3495
657,@elonmusk,1465411822681575441,2021-11-29 20:06:19,@WholeMarsBlog Yoke allows unobstructed view of the screen,314,10686
658,@elonmusk,1465389196613455877,2021-11-29 18:36:24,@TrungTPhan A lot has happened in 8 years,364,7726
659,@elonmusk,1465386361012297731,2021-11-29 18:25:08,@patrickc @ashleevance @paraga USA benefits greatly from Indian talent!,23281,120746
660,@elonmusk,1465383640578379777,2021-11-29 18:14:20,"@Teslarati @ResidentSponge It will still be very intense, just slightly less than in the past",387,9324
661,@elonmusk,1465143900574785540,2021-11-29 02:21:41,"@SawyerMerritt This is true. Also, Tesla employees get health insurance, stock &amp; other benefits.",2394,42618
662,@elonmusk,1465043882618540045,2021-11-28 19:44:15,@dciuzio @JonErlichman @SpacGuru 🤣,131,4159
663,@elonmusk,1464706955130269702,2021-11-27 21:25:25,@lexfridman Nice,1016,47423
664,@elonmusk,1464507751262875651,2021-11-27 08:13:51,@WholeMarsBlog The most ironic outcome is the most likely,1311,24656
665,@elonmusk,1464507322114342912,2021-11-27 08:12:09,@EvaFoxU @teslaownersSV Yeah,112,2778
666,@elonmusk,1464506658520899592,2021-11-27 08:09:31,"@teslaownersSV Hypothetically, if they did make lots of electric cars, then they would be the leader",291,4780
667,@elonmusk,1464423352295165954,2021-11-27 02:38:29,@mdad8200 @existentialcoms Exactly,126,2783
668,@elonmusk,1464419275398123526,2021-11-27 02:22:17,@mishaboar Good thread,297,3168
669,@elonmusk,1464398343103258628,2021-11-27 00:59:06,@WholeMarsBlog Figuratively &amp; literally,549,17251
670,@elonmusk,1464395375469600777,2021-11-27 00:47:19,@todd_gleason @kimpaquette Yup,200,5601
671,@elonmusk,1464394944395857920,2021-11-27 00:45:36,@ajtourville We learned our lesson with $465M DoE loan received in 2010/2011 – onerous terms exceed value of money… https://t.co/34x1YDcfYU,635,10755
672,@elonmusk,1464393595146878976,2021-11-27 00:40:14,@kimpaquette Must be nice living in Cloud Cuckoo Land,1783,40271
673,@elonmusk,1464315008322576385,2021-11-26 19:27:58,@timetravelart Maybe drive an upright Falcon 9 past the White House flying a giant Stars &amp; Stripes with a marching… https://t.co/AjeV9Ty2ef,823,13923
674,@elonmusk,1464313451526959110,2021-11-26 19:21:47,@PPathole @SpaceX That’s our initial interstage design that we scrapped,556,24469
675,@elonmusk,1464221594881081350,2021-11-26 13:16:46,"@existentialcoms Combined Tesla+SpaceX market cap is now over $1.2T, which means “$4.9B” is less than 0.4% of combined company value",388,5211
676,@elonmusk,1464215665380892678,2021-11-26 12:53:13,@marenkahnert @Kristennetten @RationalEtienne @FalkenSchwer @NuovaRealta @PPathole @WholeMarsBlog @EvaFoxU @Tesla I… https://t.co/4HUVeJrGwU,1823,23246
677,@elonmusk,1464016169040584707,2021-11-25 23:40:29,"@ID_AA_Carmack Great speech, couldn’t agree more!",136,2852
678,@elonmusk,1464012616792219648,2021-11-25 23:26:22,"@teslaownersSV Great, hope yours is too!",152,3703
679,@elonmusk,1464012344120512517,2021-11-25 23:25:17,@teslaownersSV Haha true,224,7891
680,@elonmusk,1464000520616558592,2021-11-25 22:38:18,@GailAlfarATX @SpaceX @RGVaerialphotos @cnunezimages @kanyewest @SciGuySpace @Erdayastronaut @dogecoin @BillyM2k… https://t.co/oQiPmjGRmd,464,15177
681,@elonmusk,1463959830142586890,2021-11-25 19:56:37,"Happy Thanksgiving to all! Hope you have a great day. 

Your support over the years is super appreciated 😀",17685,330926
682,@elonmusk,1463959410624151558,2021-11-25 19:54:57,@Teslarati @ResidentSponge Seriously!!??,405,12646
683,@elonmusk,1463828765151272962,2021-11-25 11:15:48,Avenge the dinosaurs!! https://t.co/knL2pFLGzF,21959,212843
684,@elonmusk,1463798473376079874,2021-11-25 09:15:26,@rice_fry Why watch it happen instead of helping making it happen?,739,16888
685,@elonmusk,1463798210766557188,2021-11-25 09:14:24,@BLKMDL3 @Tesla Sorry it took so long,246,9941
686,@elonmusk,1463736587813064704,2021-11-25 05:09:32,@TeslaNY Jay rocks!,412,12110
687,@elonmusk,1463712196152729604,2021-11-25 03:32:36,@jchybow @28delayslater 🤣,68,1823
688,@elonmusk,1463703673045925890,2021-11-25 02:58:44,@teslainventory Yes,149,5783
689,@elonmusk,1463685709512982528,2021-11-25 01:47:21,@BillyM2k @lexfridman Same,447,9730
690,@elonmusk,1463682669372481543,2021-11-25 01:35:16,@BillyM2k @WSBChairman @joannabanananaa @dogeofficialceo @GailAlfarATX @Kristennetten @greg16676935420… https://t.co/Gkj0OtgtEm,616,6093
691,@elonmusk,1463619414411067392,2021-11-24 21:23:55,@SawyerMerritt Such miracles are beyond us,669,20368
692,@elonmusk,1463562289643151360,2021-11-24 17:36:56,"@PPathole @Teslarati @13ericralph31 If we are able to make life self-sustaining on Mars, we will have passed one of… https://t.co/xR8C5TZTuQ",672,5455
693,@elonmusk,1463560260397027333,2021-11-24 17:28:52,@gurgavin https://t.co/MRxBaMhspM,276,5573
694,@elonmusk,1463549535804968962,2021-11-24 16:46:15,@engineers_feed 🤣,400,16478
695,@elonmusk,1463548549271015434,2021-11-24 16:42:20,"@Teslarati @13ericralph31 Earth has been and will be smashed super hard by meteors over time. Not a question of if, just when.",431,5533
696,@elonmusk,1463547958343913476,2021-11-24 16:39:59,"@Teslarati @13ericralph31 In 1992, comet Shoemaker-Levy smashed a hole in Jupiter the size of Earth https://t.co/nruaHoSIAQ",254,3500
697,@elonmusk,1463547108510867466,2021-11-24 16:36:36,"@Teslarati @13ericralph31 This will be really important one day. 

Much is made of meteor impacts that destroyed mo… https://t.co/nvJkWcpRkX",672,9720
698,@elonmusk,1463536507537526787,2021-11-24 15:54:29,RT @SpaceX: More photos from last night's Falcon 9 launch of @NASA's double asteroid redirection test → https://t.co/2ebfOrwNZZ https://t.c…,6453,0
699,@elonmusk,1463407114605449217,2021-11-24 07:20:19,"RT @SpaceX: Deployment confirmed, @NASA’s DART is on its way to redirect an asteroid https://t.co/UTxkcJFcq0",5666,0
700,@elonmusk,1463396090338856960,2021-11-24 06:36:31,RT @SpaceX: Watch Falcon 9 launch @NASA’s DART mission – humanity’s first planetary defense test to redirect an asteroid https://t.co/bJFjL…,4982,0
701,@elonmusk,1463389553155260423,2021-11-24 06:10:32,About to launch asteroid defense test! https://t.co/Wl4FGlHnVg,7878,89599
702,@elonmusk,1463384032192999431,2021-11-24 05:48:36,@Manic_Marge That is the great question,159,3013
703,@elonmusk,1463369075745341443,2021-11-24 04:49:10,@westcoastbill Exactly,577,9827
704,@elonmusk,1463291252527489029,2021-11-23 23:39:55,@thesheetztweetz 💯,317,11427
705,@elonmusk,1463222900622721024,2021-11-23 19:08:19,RT @SpaceX: All systems and weather are looking good for tonight’s Falcon 9 launch of @NASA’s DART into an asteroid-intercepting interplane…,3645,0
706,@elonmusk,1463220220504518665,2021-11-23 18:57:40,@WholeMarsBlog Exactly (sigh),314,12346
707,@elonmusk,1463200622673551366,2021-11-23 17:39:48,@cz_binance @CoinDesk @binance @egreechee Sounds good,1085,13775
708,@elonmusk,1463199222895988742,2021-11-23 17:34:14,"@flcnhvy @WholeMarsBlog It can simulate anywhere, but we need to focus on one region until FSD is out of beta, then… https://t.co/yn72L0Lii5",179,3275
709,@elonmusk,1463195773810708485,2021-11-23 17:20:31,@WholeMarsBlog High-performance code is in C using our own compiler to maximize frame rate. We use Python with cust… https://t.co/Poa6YYpqNV,260,3227
710,@elonmusk,1463193267336581122,2021-11-23 17:10:34,"@cz_binance @CoinDesk @binance @egreechee I don’t use Binance (tried at one point, but signup was too many hoops to… https://t.co/bODyEmqbPv",2404,19511
711,@elonmusk,1463191902140915720,2021-11-23 17:05:08,@WholeMarsBlog Our NNs didn’t have any temporal &amp; spatial memory or surround video auto-labeling back then – everyt… https://t.co/DmeZyFpj6e,355,7990
712,@elonmusk,1463098791414882304,2021-11-23 10:55:09,@binance @CoinDesk @egreechee @cz_binance 👇 https://t.co/h1B8edYHAW,1289,8987
713,@elonmusk,1463096278171148290,2021-11-23 10:45:10,@binance @CoinDesk @egreechee @cz_binance Doge holders using Binance should be protected from errors that are not their fault,3348,21981
714,@elonmusk,1463090628896694279,2021-11-23 10:22:43,@mishaboar Wisdom,869,10814
715,@elonmusk,1463085111600205825,2021-11-23 10:00:48,"@CoinDesk @binance @egreechee Hey @cz_binance, what’s going on with your Doge customers? Sounds shady.",3960,25120
716,@elonmusk,1463084004794638339,2021-11-23 09:56:24,@WholeMarsBlog I was able to do several zero takeover drives around Austin last night using random map pin drops (n… https://t.co/c7sBn0wilq,505,9346
717,@elonmusk,1463082255757287426,2021-11-23 09:49:27,@SirineAti @engineers_feed Yes,122,2856
718,@elonmusk,1463080916432134145,2021-11-23 09:44:07,"@engineers_feed Hell of a rocket! Probably would have succeeded if Korolev had not died. Hopefully, Starship is more fortunate.",321,8516
719,@elonmusk,1463077842992959492,2021-11-23 09:31:55,@TrungTPhan 🔥🤣,1135,42104
720,@elonmusk,1463076736363634689,2021-11-23 09:27:31,@scottwww @VP @JoeBiden @POTUS @KamalaHarris @PeteButtigieg And all Model S &amp; X production for the world is still d… https://t.co/qqvoIc7PEK,476,10072
721,@elonmusk,1463071989707456513,2021-11-23 09:08:39,@Gfilche Giga Texas is epic,336,8208
722,@elonmusk,1463048892082180096,2021-11-23 07:36:52,@PPathole Ancient times …,696,28933
723,@elonmusk,1462905842391568388,2021-11-22 22:08:26,@WholeMarsBlog True,422,16525
724,@elonmusk,1462898800603893766,2021-11-22 21:40:28,@AshleyDCan And I will talk to their manager!,1077,36079
725,@elonmusk,1462890831392690178,2021-11-22 21:08:48,@Rainmaker1973 The sheer physicality of changes in the brain during sleep or with serious neurodegenerative disease… https://t.co/S9ncGZlPTH,333,7148
726,@elonmusk,1462885540165005314,2021-11-22 20:47:46,@billhuang688 @teslaownersSV @boringcompany We do need to have the Fallout-themed party! Aiming to do that once int… https://t.co/UYVwOAkJhv,159,2640
727,@elonmusk,1462885006465028108,2021-11-22 20:45:39,"@mickakers @teslaownersSV @boringcompany Meant to say county (sigh). Airport will be part of it, but required additional federal approvals.",66,1836
728,@elonmusk,1462884250320048133,2021-11-22 20:42:39,@cleantechnica Transforming America!,1225,25564
729,@elonmusk,1462877141981405188,2021-11-22 20:14:24,@teslaownersSV @boringcompany It’s either traffic forever or tunnels. Try our first operational tunnel in Vegas at… https://t.co/LBlGJwKpSq,1147,18091
730,@elonmusk,1462853402375954434,2021-11-22 18:40:04,@Rainmaker1973 Interesting eyes too,223,7027
731,@elonmusk,1462848820275032086,2021-11-22 18:21:51,"@ErcXspace @NASASpaceflight @SpaceX Long-term, ship would land on tower arms, like booster",239,5517
732,@elonmusk,1462848657766731783,2021-11-22 18:21:13,@ErcXspace @NASASpaceflight @SpaceX Unlikely for early ships to splashdown intact. Getting to orbit at all on first… https://t.co/wduBg2I7U6,467,13469
733,@elonmusk,1462843164591628294,2021-11-22 17:59:23,@BillyM2k @WholeMarsBlog 🤣,265,5899
734,@elonmusk,1462839824105234432,2021-11-22 17:46:06,@WholeMarsBlog Serious allegations deserve serious responses 🧐,1664,45890
735,@elonmusk,1462679109952282627,2021-11-22 07:07:29,@JayinShanghai Probably around March,180,4903
736,@elonmusk,1462659198609674243,2021-11-22 05:48:22,@lexfridman 🤣,225,12130
737,@elonmusk,1462653836800180231,2021-11-22 05:27:04,It gives me solace,1797,65370
738,@elonmusk,1462652210739884035,2021-11-22 05:20:36,At least 50% of my tweets were made on a porcelain throne,16060,264307
739,@elonmusk,1462650961105670148,2021-11-22 05:15:38,Model S Plaid is sickkkk!!!!,5330,135801
740,@elonmusk,1462650378294599683,2021-11-22 05:13:19,@BillyM2k @DavidSacks 🤣,243,5861
741,@elonmusk,1462642282746765321,2021-11-22 04:41:09,I aspire to comedy,9457,170580
742,@elonmusk,1462639558059769866,2021-11-22 04:30:19,@DavidSacks Let’s see if we can get them to say the word “Tesla”!,1074,14115
743,@elonmusk,1462639200201752577,2021-11-22 04:28:54,@PPathole @theroland King of the who!? https://t.co/UJq94IWT88,124,1966
744,@elonmusk,1462637670530797576,2021-11-22 04:22:49,@DavidSacks Maybe they are NPCs and Tesla just isn’t in their dialogue tree?,1440,27188
745,@elonmusk,1462635761052925957,2021-11-22 04:15:14,@theroland Or perhaps some cheese 🧀 https://t.co/ybRiBp1kkP,84,1807
746,@elonmusk,1462633625866977285,2021-11-22 04:06:45,@theroland It’s like if you want to buy a parrot 🦜 https://t.co/ocOdzsgnWn,210,5363
747,@elonmusk,1462602564457873410,2021-11-22 02:03:19,"@laurenboebert @Apple The IRS already has dedicated audit teams for high net worth individuals. 

The doubling of s… https://t.co/qzv6mLVbPi",6782,28468
748,@elonmusk,1462546740331040781,2021-11-21 22:21:30,"@teslaownersSV @jasontallman @YouTube I bounce around WSJ, NYT, BBC, Bloomberg, WaPo &amp; twitter generally. 

Better… https://t.co/FHJiuoBjtl",396,5888
749,@elonmusk,1462544927716303047,2021-11-21 22:14:18,@jasontallman @YouTube I like the new direction CNN is going tho https://t.co/IxbsXn2Car,381,3558
750,@elonmusk,1462509007340515329,2021-11-21 19:51:34,@jasontallman @YouTube Interesting,178,3365
751,@elonmusk,1462276620337782786,2021-11-21 04:28:08,@archillect https://t.co/76OoxAZgaY,763,16676
752,@elonmusk,1462227845288284160,2021-11-21 01:14:19,"@StarshipFairing We are on the wrong planet for SSTO. On Mars, it is thankfully easy.",167,2968
753,@elonmusk,1462227200820797443,2021-11-21 01:11:46,@StarshipFairing @Phrankensteyn @SpaceX @smvllstvrs @Erdayastronaut @austinbarnard45 @NASASpaceflight @spacex360… https://t.co/2q9EjKAyWs,261,6197
754,@elonmusk,1462226534224248833,2021-11-21 01:09:07,@manishm Yup,407,14290
755,@elonmusk,1462204414270197763,2021-11-20 23:41:13,"@teslaownersSV Unfortunately, there is just no way to make a motorcycle safe. Motorcyclist deaths per mile are ~29… https://t.co/yFSbB6GMBn",488,6796
756,@elonmusk,1462199399640010753,2021-11-20 23:21:17,@teslaownersSV Much has changed,416,15992
757,@elonmusk,1462198391631458315,2021-11-20 23:17:17,@Astra Congrats! Orbit is not easy.,830,26730
758,@elonmusk,1462197480863449101,2021-11-20 23:13:40,@bradsferguson …,809,17720
759,@elonmusk,1461942451053252612,2021-11-20 06:20:16,@WSBChairman Bitcoin cures cancer,5799,42029
760,@elonmusk,1461890824057282568,2021-11-20 02:55:07,@Teslarati @SpaceX @RDAnglePhoto I love these shots,450,13699
761,@elonmusk,1461885253493170179,2021-11-20 02:32:59,@teslaownersSV @UniverCurious Electrical &amp; mechanical engineering,197,4515
762,@elonmusk,1461884161233494019,2021-11-20 02:28:39,@UniverCurious What my father’s work looked like when I was growing up,604,23677
763,@elonmusk,1461883543081078793,2021-11-20 02:26:11,"@tesla_addicted One of the improvements to FSD vision involves training with actual photon counts, so removing the… https://t.co/FhrYsF3A80",341,7325
764,@elonmusk,1461879721797603331,2021-11-20 02:11:00,@hohocho @Tesla Should be coming back online now. Looks like we may have accidentally increased verbosity of networ… https://t.co/Y0jKhGlW9C,390,8573
765,@elonmusk,1461813021127421956,2021-11-19 21:45:58,@archillect https://t.co/jwK7GKAvoQ,184,3552
766,@elonmusk,1461809183205036035,2021-11-19 21:30:43,"A simpler time, it was https://t.co/RIkkgfKAk1",33539,390271
767,@elonmusk,1461807570138640387,2021-11-19 21:24:18,@hohocho @Tesla Checking …,428,16645
